Price,Close,High,Low,Open,Volume
Ticker,ENGI.PA,ENGI.PA,ENGI.PA,ENGI.PA,ENGI.PA
Date,,,,,
2025-09-15,18.405000686645508,18.450000762939453,18.174999237060547,18.280000686645508,3294237
2025-09-16,18.040000915527344,18.399999618530273,18.03499984741211,18.399999618530273,4104133
2025-09-17,17.875,18.03499984741211,17.864999771118164,17.940000534057617,3865775
2025-09-18,17.84000015258789,18.0,17.795000076293945,17.899999618530273,3484013
2025-09-19,17.8799991607666,17.96500015258789,17.809999465942383,17.809999465942383,7566360
2025-09-22,18.155000686645508,18.155000686645508,17.899999618530273,17.915000915527344,2456956
2025-09-23,18.05500030517578,18.325000762939453,18.05500030517578,18.274999618530273,2563867
2025-09-24,18.094999313354492,18.270000457763672,18.010000228881836,18.200000762939453,2748212
2025-09-25,18.15999984741211,18.2549991607666,17.969999313354492,18.014999389648438,3174078
2025-09-26,18.290000915527344,18.325000762939453,18.165000915527344,18.239999771118164,2696553
2025-09-29,18.225000381469727,18.34000015258789,18.104999542236328,18.31999969482422,2629672
2025-09-30,18.2549991607666,18.325000762939453,18.084999084472656,18.225000381469727,4399781
2025-10-01,18.655000686645508,18.725000381469727,18.385000228881836,18.5049991607666,4803580
2025-10-02,18.594999313354492,18.6299991607666,18.44499969482422,18.610000610351562,3791411
2025-10-03,18.71500015258789,18.735000610351562,18.4950008392334,18.674999237060547,3417491
2025-10-06,18.334999084472656,18.6299991607666,17.78499984741211,18.6299991607666,6672789
2025-10-07,18.46500015258789,18.5,18.184999465942383,18.450000762939453,3093733
2025-10-08,18.530000686645508,18.71500015258789,18.44499969482422,18.5,4560339
2025-10-09,18.8799991607666,18.93000030517578,18.530000686645508,18.59000015258789,3584984
2025-10-10,18.920000076293945,19.030000686645508,18.895000457763672,18.920000076293945,4046476
2025-10-13,19.0049991607666,19.065000534057617,18.895000457763672,19.0,2678695
2025-10-14,19.104999542236328,19.18000030517578,18.96500015258789,18.9950008392334,3960654
