Date,Close,High,Low,Open,Volume
2025-09-15,255.3500061035156,255.4499969482422,241.75,242.0,495743
2025-09-16,263.29998779296875,267.0,257.8500061035156,259.0,574175
2025-09-17,266.95001220703125,268.6000061035156,262.1000061035156,265.0,402763
2025-09-18,268.75,271.95001220703125,265.04998779296875,266.6499938964844,392812
2025-09-19,267.95001220703125,275.79998779296875,267.95001220703125,269.6499938964844,744854
2025-09-22,265.0,268.54998779296875,262.6000061035156,267.25,205369
2025-09-23,270.0,274.95001220703125,265.45001220703125,267.0,378979
2025-09-24,273.3999938964844,274.54998779296875,270.0,271.75,294788
2025-09-25,270.8999938964844,275.1499938964844,270.6000061035156,272.70001220703125,249684
2025-09-26,275.0,275.0,267.6000061035156,270.6000061035156,315748
2025-09-29,287.95001220703125,287.95001220703125,275.5,278.5,433725
2025-09-30,282.54998779296875,288.3999938964844,279.95001220703125,287.95001220703125,322056
2025-10-01,283.3500061035156,284.79998779296875,276.20001220703125,283.1499938964844,205707
2025-10-02,286.8999938964844,289.25,285.79998779296875,287.0,249730
2025-10-03,297.8500061035156,297.8500061035156,285.29998779296875,288.75,247901
2025-10-06,292.3999938964844,296.0,287.20001220703125,295.20001220703125,259844
2025-10-07,309.20001220703125,314.1000061035156,296.3500061035156,298.70001220703125,711864
2025-10-08,314.79998779296875,317.3999938964844,299.20001220703125,305.8999938964844,317317
2025-10-09,312.1000061035156,321.6000061035156,311.79998779296875,321.1000061035156,323398
2025-10-10,309.0,322.25,308.3999938964844,318.3999938964844,380179
2025-10-13,303.75,317.6499938964844,299.8500061035156,310.04998779296875,360905
2025-10-14,298.8999938964844,301.8500061035156,295.3500061035156,301.70001220703125,370359
