Date,Close,High,Low,Open,Volume
2025-09-15,196.3000030517578,198.33999633789065,193.1199951171875,193.5,1245367
2025-09-16,192.9199981689453,196.9600067138672,192.7400054931641,196.2400054931641,1422665
2025-09-17,191.6999969482422,193.72000122070312,190.83999633789065,193.16000366210935,925207
2025-09-18,191.6999969482422,194.17999267578125,191.0200042724609,193.1199951171875,1230868
2025-09-19,193.8600006103516,195.0200042724609,193.27999877929688,194.17999267578125,1688340
2025-09-22,195.13999938964844,195.9199981689453,193.33999633789065,193.63999938964844,959442
2025-09-23,194.25999450683597,196.4199981689453,194.25999450683597,196.0200042724609,857491
2025-09-24,193.82000732421875,195.9199981689453,193.4199981689453,195.0800018310547,1080557
2025-09-25,193.8600006103516,194.0800018310547,191.9199981689453,193.0,721934
2025-09-26,195.72000122070312,195.8999938964844,193.0800018310547,195.1199951171875,869404
2025-09-29,195.77999877929688,197.63999938964844,195.16000366210935,197.0,705270
2025-09-30,197.3999938964844,197.3999938964844,194.3600006103516,195.3000030517578,770902
2025-10-01,199.0800018310547,199.72000122070312,195.3600006103516,197.16000366210935,961217
2025-10-02,202.0500030517578,202.8999938964844,199.63999938964844,200.0,926298
2025-10-03,203.5500030517578,204.6499938964844,202.5500030517578,202.75,809976
2025-10-06,201.1000061035156,202.8500061035156,200.1000061035156,200.5500030517578,1016212
2025-10-07,202.4499969482422,203.6999969482422,200.0500030517578,200.9499969482422,576393
2025-10-08,205.3000030517578,205.6000061035156,202.4499969482422,203.8500061035156,740972
2025-10-09,204.6499938964844,206.6999969482422,204.6499938964844,205.8999938964844,659422
2025-10-10,202.0,205.5,201.1499938964844,204.8000030517578,841713
2025-10-13,202.3500061035156,203.5,201.3000030517578,203.5,513624
2025-10-14,203.3000030517578,203.3000030517578,198.16000366210935,201.0,792922
