Date,Close,High,Low,Open,Volume
2025-09-15,140.63999938964844,143.52999877929688,140.52999877929688,143.39999389648438,7279600
2025-09-16,140.02999877929688,141.30999755859375,139.91000366210938,140.69000244140625,9283500
2025-09-17,141.22999572753906,142.0399932861328,140.14999389648438,140.1699981689453,6092900
2025-09-18,140.72999572753906,141.6300048828125,140.38999938964844,140.63999938964844,6106600
2025-09-19,141.75999450683594,142.0800018310547,140.4600067138672,141.4600067138672,12365500
2025-09-22,141.02999877929688,141.52000427246094,139.94000244140625,141.0800018310547,5797600
2025-09-23,141.89999389648438,142.22999572753906,139.9600067138672,141.0399932861328,6356500
2025-09-24,142.1699981689453,142.33999633789062,141.00999450683594,141.80999755859375,5949100
2025-09-25,139.9199981689453,143.4199981689453,139.86000061035156,143.0,7101700
2025-09-26,140.44000244140625,140.99000549316406,139.85000610351562,139.94000244140625,6224700
2025-09-29,140.1699981689453,140.6699981689453,139.1199951171875,140.44000244140625,11930200
2025-09-30,140.44000244140625,141.02999877929688,139.8300018310547,140.1699981689453,7583400
2025-10-01,143.13999938964844,143.3699951171875,140.47999572753906,140.80999755859375,5880800
2025-10-02,142.30999755859375,143.25,141.3699951171875,141.88999938964844,4497300
2025-10-03,141.97999572753906,143.36000061035156,141.86000061035156,142.25999450683594,5425700
2025-10-06,139.6999969482422,141.85000610351562,138.8800048828125,141.77000427246094,6750700
2025-10-07,140.7899932861328,141.83999633789062,139.69000244140625,140.3699951171875,6110300
2025-10-08,138.83999633789062,140.97999572753906,138.69000244140625,140.7899932861328,8256700
2025-10-09,144.7100067138672,144.74000549316406,138.58999633789062,140.4600067138672,13706600
2025-10-10,150.0800018310547,150.82000732421875,145.0,145.6300048828125,17545200
2025-10-13,148.88999938964844,149.97999572753906,147.33999633789062,148.64999389648438,7272000
2025-10-14,151.5399932861328,151.6199951171875,148.5,148.69000244140625,8371100
