Date,Close,High,Low,Open,Volume
2025-09-15,77.67726135253906,78.12206987105073,76.89400499439026,77.06806114315124,1719663
2025-09-16,76.5555648803711,78.09306209766032,76.21712441664353,77.42584562813397,2393805
2025-09-17,75.10509490966797,76.76829637704361,74.53458207333126,76.62324836489837,2515175
2025-09-18,75.80132293701172,76.25580328640194,75.29849816632492,75.56925053342155,1948956
2025-09-19,76.97135925292969,77.29046339839638,76.41051088406971,76.91334300009873,3492262
2025-09-22,76.08174896240234,77.03905410541812,75.82066842428853,77.0003741409848,1604751
2025-09-23,76.32349395751953,77.03905486294991,75.90769355758385,76.50722194602218,1741098
2025-09-24,75.6369400024414,76.32349276792299,75.34684395958493,76.24613283950141,2068144
2025-09-25,75.84000396728516,75.84000396728516,74.79566707026672,75.24047559067483,1829519
2025-09-26,77.54000091552734,77.93000030517578,76.43000030517578,76.44000244140625,2121040
2025-09-29,77.44999694824219,77.9000015258789,77.08000183105469,77.83000183105469,1784329
2025-09-30,77.33000183105469,77.91999816894531,77.01000213623047,77.75,1999582
2025-10-01,78.33999633789062,78.4000015258789,75.75,77.22000122070312,2153316
2025-10-02,77.52999877929688,78.7699966430664,77.45999908447266,78.63999938964844,1954767
2025-10-03,78.0,78.87000274658203,76.83999633789062,78.29000091552734,1792351
2025-10-06,75.5,77.08999633789062,73.20999908447266,76.94999694824219,3901585
2025-10-07,74.62999725341797,75.72000122070312,74.48999786376953,75.5,2571730
2025-10-08,75.19999694824219,75.76000213623047,74.5,74.86000061035156,2875560
2025-10-09,75.54000091552734,76.19999694824219,75.12000274658203,75.19000244140625,1638496
2025-10-10,75.5,77.04499816894531,75.0999984741211,75.98999786376953,2481923
2025-10-13,75.44000244140625,75.91000366210938,74.79000091552734,75.62999725341797,1638579
2025-10-14,75.75,76.0,74.18000030517578,74.77999877929688,2825363
