Date,BNP.PA,META,TSLA,AAPL,PEP,AMZN,NVDA,SU.PA,MSFT,ENGI.PA,DG.PA,SAN.PA,GOOG,MC.PA,KER.PA,AIR.PA
2025-09-15,0.7904703976609118,0.9544987634552549,-3.093610991145842,-0.1265835661425369,-1.9246824437302867,0.3468706482381766,1.184039308211473,0.6241915321538415,1.2912943839895692,0.6838074141393168,0.462187438451939,-0.9344629703933682,2.700495689675318,2.313316699766597,5.516531447733717,1.4470300009084303
2025-09-16,-1.1240183955403205,1.5645371577575,1.717731029478287,0.4089726160119751,-0.46911909208634034,0.47651781519611347,-1.1977373543432204,-1.6963762523051769,-1.5167923432573323,-1.9565147307959132,-1.463210721009036,-0.32870055783317476,-0.36064029465614633,0.7741215777212709,1.6602269470921815,-1.6918096368145632
2025-09-17,-1.9813222326474489,-0.5474454268274592,2.4317463262928443,0.008371039192693804,0.7562228525651737,-0.919711304264492,-1.3612176273307681,-1.326088283372962,-0.11750540700583481,-0.3623218067035116,-1.2722646145774383,-0.06289523676798145,-0.6402611021098031,0.2352443981758485,0.7358536630306604,-0.7558535339547255
2025-09-18,0.3070989879508319,-0.06404098623118455,-2.802711579388399,-0.8709406706084197,0.06399057045022216,-0.5462383967574047,1.299005530017533,1.4388435601259062,-0.5943377359057826,-0.33519255430749123,0.17086453910964233,0.7162599669629393,0.1866120938474179,1.5698527053778788,0.7875515288145343,-0.7352931880946045
2025-09-19,0.07543067375302934,-1.0223516952852258,1.0075387431145175,1.7700967326152044,0.21206544516538783,-0.38300960035723486,0.5120292852068747,-0.7089125226571014,1.4435120558660086,0.39303591759268397,-0.33898434396517313,-0.42079697332110366,0.7261292979475542,-0.6614774117673882,-0.6304400993629279,-0.164791470542459
2025-09-22,-1.1930139156213595,-2.1346809442436006,0.7190754584326376,3.1332998086536814,-0.03544304728439958,-1.2708157125290458,4.740443476284612,-0.04346201688956349,-0.22110874707766043,1.3396581571489106,-0.0854387876191815,-0.4590510225707974,-0.7457390319442793,-0.7050540658994399,-0.841908325537886,0.7746333426606005
2025-09-23,-0.24014463449251638,-1.8004518148765032,-3.1895059160587618,-0.5666766372367877,0.6097565593376405,-3.1251349953757495,-1.9453802941004326,-1.726343966918206,-0.8894466553553243,-1.2038266371914277,-0.34028202083736553,-0.5645426589019319,-0.5184216545049816,2.5882376876531863,1.1235955056179776,-0.8978725269174891
2025-09-24,-0.7989819475072422,0.4171581708952145,3.01515072878177,-1.1401942042908257,0.253861234432936,-1.7577458353341544,-1.5575474134795615,-0.02151131529974503,-0.04506661392053112,-0.5769310174908249,-1.5338691485029947,-0.21337789990257128,-1.7132628078520638,-2.3402996307566144,0.6071734669675712,-0.6458860441918243
2025-09-25,0.7968163038626874,-0.6025667249246123,-2.722630238907122,1.4454359252303084,-2.153847434303977,-0.8679467796507303,1.8397563001318527,-0.516683293107508,-0.24985029395460068,0.8048873864907635,0.08684192166388838,-1.8734219708020174,0.7065883892354746,-0.4517812380617324,-0.6600726915920775,0.4455961711666274
2025-09-26,1.439035111183151,-0.8333333333333334,2.825124083207879,0.5352225807493889,0.35729597775972105,0.31951658863961296,0.01122763241091182,1.5759904146345347,0.2744763171363089,0.2741290846305448,0.473324497592538,1.6087154051804262,-0.24416771692652076,1.1176494523590688,1.6260139679380483,0.3075062108090287
