Ticker,AIR.PA,BNP.PA,SAN.PA,MC.PA,OR.PA,DG.PA,SU.PA,ENGI.PA,CAP.PA,KER.PA,AAPL,MSFT,GOOG,AMZN,META,NVDA,TSLA,PEP,AVGO,ADBE
Price,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,
2025-09-04,,,,,,,,,,,0.5577696993400998,0.7277441040194974,1.0883990771865142,1.9421212798823175,0.01068932619004774,0.6390316533309192,0.7080187196271108,-1.4293415794822435,0.34091934479941693,0.6048408670188292
2025-09-05,-1.7423889146328273,-2.0982688615686644,1.428939507309297,-0.75,-0.33415992661277844,-0.7728586690168741,-0.205712890625,-0.22624951830817314,1.3787485045953953,1.4749945690713013,-0.1291656494140625,-2.7638649148029226,1.0788250955592635,-1.2160383437489377,-0.022585489524468802,-0.6010798751254767,0.8160909016927084,0.2671228696222175,-5.871601608447411,0.9137976589511259
2025-09-08,1.370902721101321,0.15669249715118136,-1.9333314422949641,-0.40148550125559174,0.32430778924150516,0.7299322677470073,2.7954517711292612,0.6796880612728297,1.1133212929454521,0.42034469342404546,-0.5933966363712012,0.01807369017210319,-0.6912887189599406,0.3830739282931745,-0.4894196041046627,0.4535926547259852,-2.323488724226915,-2.75184907579195,0.846095958128191,2.80915516884831
2025-09-09,0.27803924809793434,0.946335704834805,1.3552442823103747,-0.6963391103096008,-1.2457954214432991,0.12766087308843085,-1.0626562277680092,0.0844429919080745,-1.496064193605438,-2.18074942956317,-1.1181408845925633,-0.6022753041867929,2.455271335264893,0.7953989160423804,1.0838456056846357,0.9876386569955174,-0.4218807285051379,1.3599755824776607,-3.6847303146990575,-2.395589921821158
2025-09-10,-0.5065463762268845,-0.05114231162858311,0.17469352472508382,-0.3053435114503817,-1.2089590414326812,0.25412572181955073,0.19693520710817836,0.6172873862815607,-2.3913910506014053,0.12864625029321805,-2.3256854724553198,-0.5189104561078809,0.1295705574059561,-3.02711447965391,-1.7186653679954116,0.3906263834864381,-0.7873282967212342,0.3023328042518199,5.134848337129655,-1.7205099036729274
2025-09-11,2.5153214799541335,0.9919959760109238,-0.48070923561137807,-0.7130487840437927,-1.196909625864704,0.33841077513230416,0.2400645038482652,0.6117942889440183,-0.7334913764211536,0.7159389219165759,1.3883964336616628,-0.24688705512692882,0.2665109483114397,-0.6652591940809953,-0.49691908549418456,-1.3969248715214664,5.3231240300666585,0.9377817507274061,-3.111694601238232,-1.167220564419889
2025-09-12,-0.04138739254611718,-0.5268416489138736,-0.5300139525860339,0.853030605649409,-0.8327943284401432,0.0,0.9353899671058091,0.3584258794444194,1.2264922016111435,0.6675035977831532,2.115873866890798,0.6414684770851927,0.24086454472761004,-0.9550736482475279,0.9162243486528946,0.028127946535442976,6.739634397869776,-0.3748237089393813,-0.837675598425306,-3.251182651209273
2025-09-15,1.4470300009084303,0.790470397660906,-0.9344629703933682,2.3133166997665975,1.3430678660935353,0.46218743845194327,0.6241915321538415,0.6838074141393168,-2.379029796969506,5.51653144773373,-0.1265835661425369,1.2912943839895692,2.7004956896752947,0.3468706482381766,0.9544987634552603,1.184039308211473,-3.093610991145842,-1.9246824437302867,1.17264603272327,-0.9700410546317759
2025-09-16,-1.691809636814549,-1.124018395540325,-0.32870055783317476,0.7741215777212709,-0.6973668148643092,-1.46321072100905,-1.6963762523052008,-1.9565147307958755,0.8606582391457479,1.6602269470921815,0.40897261601196305,-1.5167923432573323,-0.36064029465614633,0.47651781519611347,1.564537157757497,-1.1977373543432204,1.717731029478287,-0.46911909208634034,-1.4859187216739698,0.7339522781987134
2025-09-17,-0.7558535339547547,-1.9813222326474356,-0.06289523676798145,0.23524439817583734,-0.3829931811028002,-1.2722646145774237,-1.326088283372962,-0.3623218067035116,-0.7255151178862894,0.7358536630306604,0.00837103919268191,-0.11750540700583481,-0.6402611021097917,-0.9197113042645042,-0.5474454268274551,-1.3612176273307681,2.4317463262928443,0.7562228525651737,-3.5335077219208735,2.5171342750999264
2025-09-18,-0.7352931880946045,0.30709898795082863,0.7162599669629393,1.5698527053778788,0.05291328228339947,0.1708645391096246,1.438843560125881,-0.33519255430749123,2.0891974023888067,0.7875515288145343,-0.8709406706084197,-0.5943377359057938,0.1866120938474292,-0.5462383967573925,-0.06404098623118795,1.299005530017533,-2.802711579388399,0.06399057045022216,-1.3285696847098214,0.16355179836270184
2025-09-19,-0.16479147054247362,0.07543067375303188,-0.42079697332110366,-0.6614774117673882,-1.701899775092624,-0.3389843439651748,-0.7089125226570892,0.39303591759268397,-2.0882596485536586,-0.6304400993629279,1.7700967326151926,1.4435120558660086,0.7261292979475543,-0.3830096003572226,-1.0223516952852238,0.5120292852068747,1.0075387431145177,0.21206544516538783,0.08414581461126591,-0.8239845299520423
